id;icd_category_id;icd_code;icd_description;record_status
bd22c200-146c-75e0-2dd4-e69c8ad7688e;31bff161-2fa5-4847-7fcb-0c1c7c212548;A34;Obstetrical tetanus;A
6fd9d35c-9239-3283-70c8-8aba8326963d;31bff161-2fa5-4847-7fcb-0c1c7c212548;A35;Other tetanus;A
7592891c-19b1-4bf0-897f-e7070c6e1d34;31bff161-2fa5-4847-7fcb-0c1c7c212548;A36;Diphtheria;A
b5d6bbcd-1204-2ec6-2a91-e90cfe3678c5;31bff161-2fa5-4847-7fcb-0c1c7c212548;A36.0;Pharyngeal diphtheria;A
d015038a-5905-1714-358e-6605a6143a87;31bff161-2fa5-4847-7fcb-0c1c7c212548;A36.1;Nasopharyngeal diphtheria;A
784e4d57-0439-4bd5-9084-9633a3807fd;31bff161-2fa5-4847-7fcb-0c1c7c212548;A36.2;Laryngeal diphtheria;A
f1c33ec1-0956-1e7f-8127-f36e8c0f3c6f;31bff161-2fa5-4847-7fcb-0c1c7c212548;A36.3;Cutaneous diphtheria;A
545d37a4-3e2b-4bf1-41b2-049ebfee3010;31bff161-2fa5-4847-7fcb-0c1c7c212548;A36.8;Other diphtheria;A
0f68de64-68dc-88a9-8fea-208d718a9040;31bff161-2fa5-4847-7fcb-0c1c7c212548;A36.9;Diphtheria, unspecified;A
ef83332c-4bf5-09b1-3d8b-6b13ebef1644;31bff161-2fa5-4847-7fcb-0c1c7c212548;A37;Whooping cough;A
3acbb5cd-0f83-7136-3222-1482a15832f3;31bff161-2fa5-4847-7fcb-0c1c7c212548;A37.0;Whooping cough due to Bordetella pertussis;A
74f96ede-55fe-7a54-7da3-5311424022d5;31bff161-2fa5-4847-7fcb-0c1c7c212548;A37.1;Whooping cough due to Bordetella parapertussis;A
c5cbe4e5-7624-6569-7127-57fd0a2a3aae;31bff161-2fa5-4847-7fcb-0c1c7c212548;A37.8;Whooping cough due to other Bordetella species;A
05a6f89a-8cb8-11c2-21d6-cbbc1d1e134f;31bff161-2fa5-4847-7fcb-0c1c7c212548;A37.9;Whooping cough, unspecified;A
24d31052-7383-54ca-0e10-97e0906970c9;31bff161-2fa5-4847-7fcb-0c1c7c212548;A38;Scarlet fever;A
f0242e9f-0e52-3bdb-2e64-1702cd8d5c3e;31bff161-2fa5-4847-7fcb-0c1c7c212548;A39;Meningococcal infection;A
0c49b12e-5f6c-85a9-5667-c78289d56831;31bff161-2fa5-4847-7fcb-0c1c7c212548;A39.0;Meningococcal meningitis (G01*);A
aff11efe-9f24-7e12-a089-a79b3c75771a;31bff161-2fa5-4847-7fcb-0c1c7c212548;A39.1;Waterhouse-Friderichsen syndrome (E35.1*);A
9b3ca6d5-4057-7ba7-8e47-13a623d53de3;31bff161-2fa5-4847-7fcb-0c1c7c212548;A39.2;Acute meningococcaemia;A
cc88c48f-9806-9557-74ff-8dab9a91a715;31bff161-2fa5-4847-7fcb-0c1c7c212548;A39.3;Chronic meningococcaemia;A
86a3e22e-5a50-3847-9338-d567c0638af3;31bff161-2fa5-4847-7fcb-0c1c7c212548;A39.4;Meningococcaemia, unspecified;A
f751a064-a2e6-23a6-5207-c3fbef56133;31bff161-2fa5-4847-7fcb-0c1c7c212548;A39.5;Meningococcal heart disease;A
25934c50-4b36-3d70-7242-cf7c01ad9ec;31bff161-2fa5-4847-7fcb-0c1c7c212548;A39.8;Other meningococcal infections;A
b6b223b0-4590-3e6b-1e4b-b94a74d276d5;31bff161-2fa5-4847-7fcb-0c1c7c212548;A39.9;Meningococcal infection, unspecified;A
c8079ff1-970a-3b0e-3ea3-15468e2454c5;31bff161-2fa5-4847-7fcb-0c1c7c212548;A40;Streptococcal sepsis;A
1aeee0d2-a287-27b1-0f64-77cd7b164f86;31bff161-2fa5-4847-7fcb-0c1c7c212548;A40.0;Sepsis due to streptococcus, group A;A
a1fb5463-2132-6a6c-7e61-074ac8621dca;31bff161-2fa5-4847-7fcb-0c1c7c212548;A40.1;Sepsis due to streptococcus, group B;A
9d70ee78-475e-3ff2-a07b-5e6929a214d8;31bff161-2fa5-4847-7fcb-0c1c7c212548;A40.2;Sepsis due to streptococcus, group D;A
72984a1d-85f7-3c89-3615-6b6610094ec6;31bff161-2fa5-4847-7fcb-0c1c7c212548;A40.3;Sepsis due to Streptococcus pneumoniae;A
6bcf32f4-5264-1f35-5ddc-f6e175ea7a88;31bff161-2fa5-4847-7fcb-0c1c7c212548;A40.8;Other streptococcal sepsis;A
64db4fb8-a51f-3b05-6591-fc86a3bd336f;31bff161-2fa5-4847-7fcb-0c1c7c212548;A40.9;Streptococcal sepsis, unspecified;A
56fdbbc2-1f82-a696-1ac3-34bf075c6c18;31bff161-2fa5-4847-7fcb-0c1c7c212548;A41;Other sepsis;A
69fe1242-08f1-46a1-2596-048b33773c45;31bff161-2fa5-4847-7fcb-0c1c7c212548;A41.0;Sepsis due to Staphylococcus aureus;A
fe496e35-929c-4f6c-02f3-f23f926d162c;31bff161-2fa5-4847-7fcb-0c1c7c212548;A41.1;Sepsis due to other specified staphylococcus;A
8f88b0bb-48bf-09ca-84c3-573a1ff54f08;31bff161-2fa5-4847-7fcb-0c1c7c212548;A41.2;Sepsis due to unspecified staphylococcus;A
be2e8e87-2905-5d40-816d-8e75a31c9419;31bff161-2fa5-4847-7fcb-0c1c7c212548;A41.3;Sepsis due to Haemophilus influenzae;A
b69e13d9-961b-8529-6c5e-7c35f0577462;31bff161-2fa5-4847-7fcb-0c1c7c212548;A41.4;Sepsis due to anaerobes;A
191a9cc0-a66c-188f-637b-f0889c3d975c;31bff161-2fa5-4847-7fcb-0c1c7c212548;A41.5;Sepsis due to other Gram-negative organisms;A
17f8c308-1582-1f4a-18cc-5ff68b9174d7;31bff161-2fa5-4847-7fcb-0c1c7c212548;A41.8;Other specified sepsis;A
dce11c7b-35cf-60e8-2ea9-0e1095571557;31bff161-2fa5-4847-7fcb-0c1c7c212548;A41.9;Sepsis, unspecified;A
e26ce136-6ea3-342a-2c7a-ff4319ea68e2;31bff161-2fa5-4847-7fcb-0c1c7c212548;A42;Actinomycosis;A
3d2f98c6-a2a4-1cb8-6603-8b016beb18f3;31bff161-2fa5-4847-7fcb-0c1c7c212548;A42.0;Pulmonary actinomycosis;A
1cd65417-133b-7ba0-0c87-91861023690b;31bff161-2fa5-4847-7fcb-0c1c7c212548;A42.1;Abdominal actinomycosis;A
4d72ccfa-3d38-5250-82a2-0f13c0253d7c;31bff161-2fa5-4847-7fcb-0c1c7c212548;A42.2;Cervicofacial actinomycosis;A
c71d7fc9-4241-9b3a-8810-2d847e0d8c6;31bff161-2fa5-4847-7fcb-0c1c7c212548;A42.7;Actinomycotic sepsis;A
bb0a43b6-02ab-8b73-9123-d4a427eb87bf;31bff161-2fa5-4847-7fcb-0c1c7c212548;A42.8;Other forms of actinomycosis;A
030a6041-1d07-24d0-5f84-f42336b7a407;31bff161-2fa5-4847-7fcb-0c1c7c212548;A42.9;Actinomycosis, unspecified;A
5a43e085-85b6-9d69-70d4-f20e2487a161;31bff161-2fa5-4847-7fcb-0c1c7c212548;A43;Nocardiosis;A
8f267975-3bcc-4700-8645-14b2406637e3;31bff161-2fa5-4847-7fcb-0c1c7c212548;A43.0;Pulmonary nocardiosis;A
bc3c9319-7a37-9cdc-a73a-cb36db8d3989;31bff161-2fa5-4847-7fcb-0c1c7c212548;A43.1;Cutaneous nocardiosis;A
51930bb4-1e99-8734-9149-a822484e958;31bff161-2fa5-4847-7fcb-0c1c7c212548;A43.8;Other forms of nocardiosis;A
10df7d97-1da3-8461-33d2-95fef8f08fa2;31bff161-2fa5-4847-7fcb-0c1c7c212548;A43.9;Nocardiosis, unspecified;A
9b9219cf-2460-1d8a-93ff-3bd37c1926a3;31bff161-2fa5-4847-7fcb-0c1c7c212548;A44;Bartonellosis;A
528ae8fa-48ec-80a1-4e47-2b9653233efd;31bff161-2fa5-4847-7fcb-0c1c7c212548;A44.0;Systemic bartonellosis;A
6c27ad79-85a6-1aec-07d1-a9d5bad7666c;31bff161-2fa5-4847-7fcb-0c1c7c212548;A44.1;Cutaneous and mucocutaneous bartonellosis;A
6dd75ca7-7884-a1f9-1273-0eff12996630;31bff161-2fa5-4847-7fcb-0c1c7c212548;A44.8;Other forms of bartonellosis;A
ebd77af5-4917-6490-9669-7ec0f15e210c;31bff161-2fa5-4847-7fcb-0c1c7c212548;A44.9;Bartonellosis, unspecified;A
93e08e44-6774-7fca-386f-39a273d51cc2;31bff161-2fa5-4847-7fcb-0c1c7c212548;A46;Erysipelas;A
9522f74a-5faf-0da6-684b-4475b1237b3;31bff161-2fa5-4847-7fcb-0c1c7c212548;A48;Other bacterial diseases, not elsewhere classified;A
d2ae7b8c-30f5-3b76-18f0-d4a182e5415f;31bff161-2fa5-4847-7fcb-0c1c7c212548;A48.0;Gas gangrene;A
4f551468-8bf4-a001-821c-d232ac833d2c;31bff161-2fa5-4847-7fcb-0c1c7c212548;A48.1;Legionnaires' disease;A
1f9b9ca7-a702-472e-4294-3c925fcb344b;31bff161-2fa5-4847-7fcb-0c1c7c212548;A48.2;Nonpneumonic Legionnaires' disease [Pontiac fever];A
4ce33836-2c73-3004-3a11-e48771202df0;31bff161-2fa5-4847-7fcb-0c1c7c212548;A48.3;Toxic shock syndrome;A
c6620af4-0b14-25de-2c7e-ea06328091ae;31bff161-2fa5-4847-7fcb-0c1c7c212548;A48.4;Brazilian purpuric fever;A
ab291a27-771d-58a8-388c-2f880894568a;31bff161-2fa5-4847-7fcb-0c1c7c212548;A48.8;Other specified bacterial diseases;A
7d8f51ec-7ce4-a6fd-108e-74f3ab8c52fc;31bff161-2fa5-4847-7fcb-0c1c7c212548;A49;Bacterial infection of unspecified site;A
e29a8901-8dbc-8b9f-7dcb-c81543546ccd;31bff161-2fa5-4847-7fcb-0c1c7c212548;A49.0;Staphylococcal infection, unspecified site;A
1c1675c8-0773-70d6-5b3f-fec6e0a17234;31bff161-2fa5-4847-7fcb-0c1c7c212548;A49.1;Streptococcal infection, unspecified site;A
823c7f96-4c94-9f50-1da1-85dea9466be0;31bff161-2fa5-4847-7fcb-0c1c7c212548;A49.2;Haemophilus influenzae infection, unspecified site;A
7f4869de-3a1b-39ae-8f5d-b101f37e5766;31bff161-2fa5-4847-7fcb-0c1c7c212548;A49.3;Mycoplasma infection, unspecified site;A
37699ef7-7e5f-786a-5bff-8f5c2fda1eb7;31bff161-2fa5-4847-7fcb-0c1c7c212548;A49.8;Other bacterial infections of unspecified site;A
5aaf3673-13ce-0c46-9926-233c2c4bc35;31bff161-2fa5-4847-7fcb-0c1c7c212548;A49.9;Bacterial infection, unspecified;A
82a78726-0720-3d90-9ea2-17a06edc1f35;5673974f-95b8-026a-904b-2b7b67633cbd;A50;Congenital syphilis;A
5ced4abd-8dfd-7b5c-29bb-2d884e1f16f8;5673974f-95b8-026a-904b-2b7b67633cbd;A50.0;Early congenital syphilis, symptomatic;A
7d07e85a-0a4a-0bea-5a71-c8fa4033505f;5673974f-95b8-026a-904b-2b7b67633cbd;A50.1;Early congenital syphilis, latent;A
d70ed2b5-7d7e-335a-4ee7-a851d01f5bc1;5673974f-95b8-026a-904b-2b7b67633cbd;A50.2;Early congenital syphilis, unspecified;A
fbbfeec1-83bf-919f-585d-835b60aa5682;5673974f-95b8-026a-904b-2b7b67633cbd;A50.3;Late congenital syphilitic oculopathy;A
9a625d6c-3c47-172a-914a-3e87e5259832;5673974f-95b8-026a-904b-2b7b67633cbd;A50.4;Late congenital neurosyphilis [juvenile neurosyphilis];A
8189267e-35ae-2cf9-1f6b-8c02da687e92;5673974f-95b8-026a-904b-2b7b67633cbd;A50.5;Other late congenital syphilis, symptomatic;A
2b112dac-7cf0-0b25-7aa4-0ebac8c55f88;5673974f-95b8-026a-904b-2b7b67633cbd;A50.6;Late congenital syphilis, latent;A
6cfb30b3-4868-0893-127f-86f53bef149c;5673974f-95b8-026a-904b-2b7b67633cbd;A50.7;Late congenital syphilis, unspecified;A
dc07344c-604e-085e-809d-e9a952bc6d82;5673974f-95b8-026a-904b-2b7b67633cbd;A50.9;Congenital syphilis, unspecified;A
ec7bfa74-3605-8ff0-a193-acefb36091fb;5673974f-95b8-026a-904b-2b7b67633cbd;A51;Early syphilis;A
9ff697d2-4326-5283-17ee-9b2eb5fd2983;5673974f-95b8-026a-904b-2b7b67633cbd;A51.0;Primary genital syphilis;A
775cf955-4b18-987c-60db-a09fa79e2382;5673974f-95b8-026a-904b-2b7b67633cbd;A51.1;Primary anal syphilis;A
8539301a-257d-0fc8-6d29-5d7fc3d9548c;5673974f-95b8-026a-904b-2b7b67633cbd;A51.2;Primary syphilis of other sites;A
eefb1a67-52d9-8ac3-4278-3617b2ec1572;5673974f-95b8-026a-904b-2b7b67633cbd;A51.3;Secondary syphilis of skin and mucous membranes;A
5f8e883a-8898-6b12-52f2-ff25cbc87dda;5673974f-95b8-026a-904b-2b7b67633cbd;A51.4;Other secondary syphilis;A
d086961f-732a-6ce5-8bd1-be7d374650c0;5673974f-95b8-026a-904b-2b7b67633cbd;A51.5;Early syphilis, latent;A
8c85f79c-6708-22a9-3b90-2cdb184c1567;5673974f-95b8-026a-904b-2b7b67633cbd;A51.9;Early syphilis, unspecified;A
8f3675fd-4c49-07b2-0e66-8503215956c0;5673974f-95b8-026a-904b-2b7b67633cbd;A52;Late syphilis;A
766b6b6c-7e99-0ce3-085c-d0e5894a29cc;5673974f-95b8-026a-904b-2b7b67633cbd;A52.0;Cardiovascular syphilis;A
d7f77950-02bc-6c75-42a7-819dedb42c0;5673974f-95b8-026a-904b-2b7b67633cbd;A52.1;Symptomatic neurosyphilis;A
f189f701-5c62-9ac8-572f-1a73acf5952d;5673974f-95b8-026a-904b-2b7b67633cbd;A52.2;Asymptomatic neurosyphilis;A
22cc68b3-25b1-34f9-6b25-fb4313439a3f;5673974f-95b8-026a-904b-2b7b67633cbd;A52.3;Neurosyphilis, unspecified;A
7da3a1a5-968b-1495-7942-567b0826a755;5673974f-95b8-026a-904b-2b7b67633cbd;A52.7;Other symptomatic late syphilis;A
96961e9c-9d72-0540-9158-4f2b24cc7b10;5673974f-95b8-026a-904b-2b7b67633cbd;A52.8;Late syphilis, latent;A
65e5a8a7-4ac7-4cc8-a4fb-a755737d400f;5673974f-95b8-026a-904b-2b7b67633cbd;A52.9;Late syphilis, unspecified;A
44447fd1-7389-041a-1d52-b38622793744;5673974f-95b8-026a-904b-2b7b67633cbd;A53;Other and unspecified syphilis;A
aaa10b30-a0e7-41e1-2a8f-a3b3aa7a4763;5673974f-95b8-026a-904b-2b7b67633cbd;A53.0;Latent syphilis, unspecified as early or late;A
3bfce6ae-24d9-7a34-0e5f-924b0d4b5eb9;5673974f-95b8-026a-904b-2b7b67633cbd;A53.9;Syphilis, unspecified;A
06fafee8-0a02-5a58-2d11-3a6468db6866;5673974f-95b8-026a-904b-2b7b67633cbd;A54;Gonococcal infection;A
f94f1ac5-9ed6-1a4d-410d-11f620125f62;5673974f-95b8-026a-904b-2b7b67633cbd;A54.0;Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess;A
e1d77e24-5119-2ce6-0213-b37fd643a048;5673974f-95b8-026a-904b-2b7b67633cbd;A54.1;Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess;A
64adfe51-2dfb-a2a4-1697-ecfcee8c8280;5673974f-95b8-026a-904b-2b7b67633cbd;A54.2;Gonococcal pelviperitonitis and other gonococcal genitourinary infections;A
48cd3ba2-8576-3d66-0c8e-94a744548370;5673974f-95b8-026a-904b-2b7b67633cbd;A54.3;Gonococcal infection of eye;A
2881e043-1450-9714-41d0-5120782aefc;5673974f-95b8-026a-904b-2b7b67633cbd;A54.4;Gonococcal infection of musculoskeletal system;A
4a38e80c-6d7c-0538-44ec-55115a8f8de7;5673974f-95b8-026a-904b-2b7b67633cbd;A54.5;Gonococcal pharyngitis;A
f6819b29-3d84-64d6-89b2-62bad5a97742;5673974f-95b8-026a-904b-2b7b67633cbd;A54.6;Gonococcal infection of anus and rectum;A
b4fb37ad-2a9d-a2d5-8930-5de3f7d79ad9;5673974f-95b8-026a-904b-2b7b67633cbd;A54.8;Other gonococcal infections;A
bccdb675-a6ac-1979-4592-bd4aaf4da1bd;5673974f-95b8-026a-904b-2b7b67633cbd;A54.9;Gonococcal infection, unspecified;A
f70dabb0-151d-310d-20fe-7802ca3e7289;5673974f-95b8-026a-904b-2b7b67633cbd;A55;Chlamydial lymphogranuloma (venereum);A
0717c86d-6efe-2ca9-99b5-c0d75d76619;5673974f-95b8-026a-904b-2b7b67633cbd;A56;Other sexually transmitted chlamydial diseases;A
17a2fa6b-481a-6f45-0fd0-697930b4e4d;5673974f-95b8-026a-904b-2b7b67633cbd;A56.0;Chlamydial infection of lower genitourinary tract;A
4ca9e927-8e59-62ce-745b-7303c7df7621;5673974f-95b8-026a-904b-2b7b67633cbd;A56.1;Chlamydial infection of pelviperitoneum and other genitourinary organs;A
50e67cf4-4702-009c-98b2-563c1d639811;5673974f-95b8-026a-904b-2b7b67633cbd;A56.2;Chlamydial infection of genitourinary tract, unspecified;A
0935ba09-8157-166f-6ca1-b7952d1c5839;5673974f-95b8-026a-904b-2b7b67633cbd;A56.3;Chlamydial infection of anus and rectum;A
328c7fa0-54b6-211d-8468-8a5c66e07d9b;5673974f-95b8-026a-904b-2b7b67633cbd;A56.4;Chlamydial infection of pharynx;A
a35a3754-1f69-14b9-93eb-4f7c3841a441;5673974f-95b8-026a-904b-2b7b67633cbd;A56.8;Sexually transmitted chlamydial infection of other sites;A
157543b3-8c7d-3ff9-9e7c-1bfb81527432;5673974f-95b8-026a-904b-2b7b67633cbd;A57;Chancroid;A
ec3566c8-780f-8574-94f5-d2e0197294e7;5673974f-95b8-026a-904b-2b7b67633cbd;A58;Granuloma inguinale;A
7fbf6d27-457a-44f3-4364-c30f1840326a;5673974f-95b8-026a-904b-2b7b67633cbd;A59;Trichomoniasis;A
b439e9e1-8a87-a163-4c8c-bca4b2174d6e;5673974f-95b8-026a-904b-2b7b67633cbd;A59.0;Urogenital trichomoniasis;A
b47574c4-64d1-534d-88bf-cfe45ba21a39;5673974f-95b8-026a-904b-2b7b67633cbd;A59.8;Trichomoniasis of other sites;A
de6a610b-31c8-8c4b-a67c-27f12ebf5c25;5673974f-95b8-026a-904b-2b7b67633cbd;A59.9;Trichomoniasis, unspecified;A
97c414c7-3b89-0b29-9e6c-21f82b667807;5673974f-95b8-026a-904b-2b7b67633cbd;A60;Anogenital herpesviral [herpes simplex] infection;A
ffed6e30-2d1d-7797-7c52-0df39f10a595;5673974f-95b8-026a-904b-2b7b67633cbd;A60.0;Herpesviral infection of genitalia and urogenital tract;A
3f33790a-3b25-0285-45c1-3e4d92985faf;5673974f-95b8-026a-904b-2b7b67633cbd;A60.1;Herpesviral infection of perianal skin and rectum;A
b8f109d1-5364-17b0-2368-b5a7809f5107;5673974f-95b8-026a-904b-2b7b67633cbd;A60.9;Anogenital herpesviral infection, unspecified;A
c0315738-721f-4a5c-82bb-d664ebc610c4;5673974f-95b8-026a-904b-2b7b67633cbd;A63;Other predominantly sexually transmitted diseases, not elsewhere classified;A
f2ed4c75-0cb6-803b-522d-171b39e47e3e;5673974f-95b8-026a-904b-2b7b67633cbd;A63.0;Anogenital (venereal) warts;A
5f979dad-0922-6e88-08b1-f025b7359187;5673974f-95b8-026a-904b-2b7b67633cbd;A63.8;Other specified predominantly sexually transmitted diseases;A
d4eed09b-398e-7d6a-4d87-eb80d45a9043;5673974f-95b8-026a-904b-2b7b67633cbd;A64;Unspecified sexually transmitted disease;A
63ee6bc9-40f0-9edb-4833-a4961dad3acc;7923b288-0462-95d9-61be-8308a6cc210b;A65;Nonvenereal syphilis;A
3e58e001-28b9-0900-0447-95e778242aae;7923b288-0462-95d9-61be-8308a6cc210b;A66;Yaws;A
426350a1-777b-2b71-492d-dd5cf9d89a02;7923b288-0462-95d9-61be-8308a6cc210b;A66.0;Initial lesions of yaws;A
2342076d-6d55-5a16-8f33-aba60f9a3b08;7923b288-0462-95d9-61be-8308a6cc210b;A66.1;Multiple papillomata and wet crab yaws;A
23b2bc8e-660c-66e3-6f83-f071bd656502;7923b288-0462-95d9-61be-8308a6cc210b;A66.2;Other early skin lesions of yaws;A
8ec55125-873b-3f9b-1bfb-38a4630544ee;7923b288-0462-95d9-61be-8308a6cc210b;A66.3;Hyperkeratosis of yaws;A
f15b0ca0-8655-68c4-3b19-d2054d7e3b81;7923b288-0462-95d9-61be-8308a6cc210b;A66.4;Gummata and ulcers of yaws;A
7a39e489-5e9e-9852-a365-e8af778be9a;7923b288-0462-95d9-61be-8308a6cc210b;A66.5;Gangosa;A
4ca47fde-119d-1047-454b-5ee763b7472d;7923b288-0462-95d9-61be-8308a6cc210b;A66.6;Bone and joint lesions of yaws;A
4b7d0bfe-a738-2364-374d-a37f86a66343;7923b288-0462-95d9-61be-8308a6cc210b;A66.7;Other manifestations of yaws;A
62db5527-a071-83d8-8614-9e24c046789d;7923b288-0462-95d9-61be-8308a6cc210b;A66.8;Latent yaws;A
93631e82-9b50-871e-977b-adeedf337fdc;7923b288-0462-95d9-61be-8308a6cc210b;A66.9;Yaws, unspecified;A
e213ae5f-72b1-37f1-41e9-1e91d33c1f97;7923b288-0462-95d9-61be-8308a6cc210b;A67;Pinta [carate];A
def540fa-091a-a10e-9ad0-0431abf09758;7923b288-0462-95d9-61be-8308a6cc210b;A67.0;Primary lesions of pinta;A
482dd50e-003b-61a5-398c-8319ddfc5782;7923b288-0462-95d9-61be-8308a6cc210b;A67.1;Intermediate lesions of pinta;A
31c13eee-6fdb-6ceb-91ca-16368b703962;7923b288-0462-95d9-61be-8308a6cc210b;A67.2;Late lesions of pinta;A
61fcbcaa-0ebb-5aa1-2762-6eb97bdb6923;7923b288-0462-95d9-61be-8308a6cc210b;A67.3;Mixed lesions of pinta;A
8970b0e2-22d2-9852-a6b0-2938315d6ce5;7923b288-0462-95d9-61be-8308a6cc210b;A67.9;Pinta, unspecified;A
83188f12-785f-3bfd-2927-6ea6d87444ec;7923b288-0462-95d9-61be-8308a6cc210b;A68;Relapsing fevers;A
024c89a8-2201-5f00-067d-54e1fcbe875b;7923b288-0462-95d9-61be-8308a6cc210b;A68.0;Louse-borne relapsing fever;A
43f9a3d8-8409-601d-031d-88277a8a460f;7923b288-0462-95d9-61be-8308a6cc210b;A68.1;Tick-borne relapsing fever;A
778c6e8f-38c2-2b86-527c-aa62b36d7e8;7923b288-0462-95d9-61be-8308a6cc210b;A68.9;Relapsing fever, unspecified;A
c78cd03b-1935-58fb-2a31-09d5456a9a19;7923b288-0462-95d9-61be-8308a6cc210b;A69;Other spirochaetal infections;A
b5e19639-3418-939c-2365-61bf96024477;7923b288-0462-95d9-61be-8308a6cc210b;A69.0;Necrotizing ulcerative stomatitis;A
53de8653-3a47-4645-71b4-7fea6f7b1503;7923b288-0462-95d9-61be-8308a6cc210b;A69.1;Other Vincent's infections;A
0eccc1ec-1d3b-5f0e-272f-68ca75cb82b5;7923b288-0462-95d9-61be-8308a6cc210b;A69.2;Lyme disease;A
3903f7cd-3673-68c2-3fd8-51d3104964eb;7923b288-0462-95d9-61be-8308a6cc210b;A69.8;Other specified spirochaetal infections;A
5b39a02b-5792-397b-34b1-70fc3641559c;7923b288-0462-95d9-61be-8308a6cc210b;A69.9;Spirochaetal infection, unspecified;A
66218cb0-3b79-369c-8a46-216c54de5e72;4acb177b-9ee5-5717-7f88-ca5d68cb68ea;A70;Chlamydia psittaci infection;A
69749f8d-7cbb-51f9-46ec-aeb4076d1161;4acb177b-9ee5-5717-7f88-ca5d68cb68ea;A71;Trachoma;A
0c70b6b4-4bf3-5df2-339d-854dd2e59f14;4acb177b-9ee5-5717-7f88-ca5d68cb68ea;A71.0;Initial stage of trachoma;A
ef0bded8-8deb-77a1-653a-e05385eb33ba;4acb177b-9ee5-5717-7f88-ca5d68cb68ea;A71.1;Active stage of trachoma;A
2f38055c-55ce-72d7-8636-29887c9a76d6;4acb177b-9ee5-5717-7f88-ca5d68cb68ea;A71.9;Trachoma, unspecified;A
8c4248de-66f5-9ff2-8805-d12ae7c08a4d;4acb177b-9ee5-5717-7f88-ca5d68cb68ea;A74;Other diseases caused by chlamydiae;A
77763274-96b8-373e-7663-8334e3476349;4acb177b-9ee5-5717-7f88-ca5d68cb68ea;A74.0;Chlamydial conjunctivitis (H13.1*);A
c980dacf-4aa4-6888-6bb9-ac1225092dc7;4acb177b-9ee5-5717-7f88-ca5d68cb68ea;A74.8;Other chlamydial diseases;A
eb806373-2278-45df-10ad-0fe2aa9c60e7;4acb177b-9ee5-5717-7f88-ca5d68cb68ea;A74.9;Chlamydial infection, unspecified;A
217c9058-1060-8e74-a751-ff300f062c37;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A75;Typhus fever;A
3499e667-4ebd-9446-87ad-a2580cfb20a;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A75.0;Epidemic louse-borne typhus fever due to Rickettsia prowazekii;A
919def3a-3307-79a6-93ed-8c1cb5922e7d;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A75.1;Recrudescent typhus [Brill's disease];A
6f7a051f-076e-97d5-537f-326156994741;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A75.2;Typhus fever due to Rickettsia typhi;A
b87c16df-4f85-3f86-3e45-90cad25c5de4;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A75.3;Typhus fever due to Rickettsia tsutsugamushi;A
7923d45e-a127-7fc6-9cc9-858ed76d4788;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A75.9;Typhus fever, unspecified;A
209261e2-195a-9a7d-5de1-f10dc5b5d82;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A77;Spotted fever [tick-borne rickettsioses];A
176dd7f4-5fd5-8c7d-5d47-78f266094cd3;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A77.0;Spotted fever due to Rickettsia rickettsii;A
03455f49-3369-4482-582c-210145b9afd;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A77.1;Spotted fever due to Rickettsia conorii;A
2b4d8472-8006-0f14-2036-f6206b958d4b;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A77.2;Spotted fever due to Rickettsia sibirica;A
7c3242a8-1cda-543d-9552-4d2e68c41218;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A77.3;Spotted fever due to Rickettsia australis;A
94afd7ad-0937-6f77-3792-8852dd4a9878;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A77.8;Other spotted fevers;A
3b095abf-22f9-a05c-9077-46a39fc08132;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A77.9;Spotted fever, unspecified;A
5ecb5c03-4e4f-5a3a-35e3-773990225dbf;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A78;Q fever;A
7235c7a5-2cbe-5b3d-363e-54cd85a51a98;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A79;Other rickettsioses;A
0b3d8d6e-149f-6e6d-59f5-827180bf3cd8;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A79.0;Trench fever;A
415bf9db-579d-9c0d-33b4-20b74301420f;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A79.1;Rickettsialpox due to Rickettsia akari;A
fa3c83d5-8ea8-a0f7-9913-e87d7c9c1434;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A79.8;Other specified rickettsioses;A
7979168a-7e71-8d13-9a4b-61d6eada5a72;0eb26cca-24c8-a23c-56be-2673eb0a95a1;A79.9;Rickettsiosis, unspecified;A
8234fdb6-1ecb-6bbe-1f5a-83b1e25a7124;05813065-1742-2117-0b77-7b00f6185bbd;A80;Acute poliomyelitis;A
